folder,image,initial_radius,delta_radius,auto_count
K50_incid,15,25,12,16
K50_incid,15,25,14,14
K50_incid,15,25,16,13
K50_incid,15,25,18,13
K50_incid,15,25,20,13
K50_incid,15,30,2,19
K50_incid,15,30,4,19
K50_incid,15,30,6,19
K50_incid,15,30,8,19
K50_incid,15,30,10,18
K50_incid,15,30,12,18
K50_incid,15,30,14,18
K50_incid,15,30,16,18
K50_incid,15,30,18,18
K50_incid,15,30,20,18
K50_incid,15,35,2,15
K50_incid,15,35,4,15
K50_incid,15,35,6,15
K50_incid,15,35,8,15
K50_incid,15,35,10,15
K50_incid,15,35,12,15
K50_incid,15,35,14,15
K50_incid,15,35,16,15
K50_incid,15,35,18,15
K50_incid,15,35,20,15
K50_incid,15,40,2,4
K50_incid,15,40,4,4
K50_incid,15,40,6,4
K50_incid,15,40,8,4
K50_incid,15,40,10,4
K50_incid,15,40,12,4
K50_incid,15,40,14,4
K50_incid,15,40,16,4
K50_incid,15,40,18,4
K50_incid,15,40,20,4
K50_incid,16,5,2,25
K50_incid,16,5,4,25
K50_incid,16,5,6,24
K50_incid,16,5,8,24
K50_incid,16,5,10,24
K50_incid,16,5,12,23
K50_incid,16,5,14,24
K50_incid,16,5,16,23
K50_incid,16,5,18,22
K50_incid,16,5,20,22
K50_incid,16,10,2,27
K50_incid,16,10,4,25
K50_incid,16,10,6,26
K50_incid,16,10,8,24
K50_incid,16,10,10,25
K50_incid,16,10,12,24
K50_incid,16,10,14,23
K50_incid,16,10,16,22
K50_incid,16,10,18,23
K50_incid,16,10,20,23
K50_incid,16,15,2,24
K50_incid,16,15,4,24
K50_incid,16,15,6,24
K50_incid,16,15,8,25
K50_incid,16,15,10,24
K50_incid,16,15,12,23
K50_incid,16,15,14,23
K50_incid,16,15,16,25
K50_incid,16,15,18,24
K50_incid,16,15,20,24
K50_incid,16,20,2,25
K50_incid,16,20,4,25
K50_incid,16,20,6,23
K50_incid,16,20,8,23
K50_incid,16,20,10,24
K50_incid,16,20,12,23
K50_incid,16,20,14,23
K50_incid,16,20,16,23
K50_incid,16,20,18,22
K50_incid,16,20,20,23
K50_incid,16,25,2,21
K50_incid,16,25,4,21
K50_incid,16,25,6,22
K50_incid,16,25,8,21
K50_incid,16,25,10,21
K50_incid,16,25,12,20
K50_incid,16,25,14,19
K50_incid,16,25,16,19
K50_incid,16,25,18,19
K50_incid,16,25,20,19
K50_incid,16,30,2,20
K50_incid,16,30,4,18
K50_incid,16,30,6,18
K50_incid,16,30,8,17
K50_incid,16,30,10,19
K50_incid,16,30,12,17
K50_incid,16,30,14,17
K50_incid,16,30,16,17
K50_incid,16,30,18,17
K50_incid,16,30,20,17
K50_incid,16,35,2,16
K50_incid,16,35,4,16
K50_incid,16,35,6,16
K50_incid,16,35,8,16
K50_incid,16,35,10,16
K50_incid,16,35,12,16
K50_incid,16,35,14,16
K50_incid,16,35,16,16
K50_incid,16,35,18,16
K50_incid,16,35,20,16
K50_incid,16,40,2,3
K50_incid,16,40,4,3
K50_incid,16,40,6,3
K50_incid,16,40,8,3
K50_incid,16,40,10,3
K50_incid,16,40,12,3
K50_incid,16,40,14,3
K50_incid,16,40,16,3
K50_incid,16,40,18,3
K50_incid,16,40,20,3
K50_incid,17,5,2,22
K50_incid,17,5,4,22
K50_incid,17,5,6,22
K50_incid,17,5,8,22
K50_incid,17,5,10,22
K50_incid,17,5,12,21
K50_incid,17,5,14,21
K50_incid,17,5,16,22
K50_incid,17,5,18,21
K50_incid,17,5,20,21
K50_incid,17,10,2,24
K50_incid,17,10,4,24
K50_incid,17,10,6,20
K50_incid,17,10,8,20
K50_incid,17,10,10,19
K50_incid,17,10,12,20
K50_incid,17,10,14,23
K50_incid,17,10,16,19
K50_incid,17,10,18,19
K50_incid,17,10,20,19
K50_incid,17,15,2,19
K50_incid,17,15,4,19
K50_incid,17,15,6,18
K50_incid,17,15,8,18
K50_incid,17,15,10,19
K50_incid,17,15,12,18
K50_incid,17,15,14,18
K50_incid,17,15,16,18
K50_incid,17,15,18,18
K50_incid,17,15,20,19
K50_incid,17,20,2,21
K50_incid,17,20,4,17
K50_incid,17,20,6,20
K50_incid,17,20,8,17
K50_incid,17,20,10,16
K50_incid,17,20,12,16
K50_incid,17,20,14,17
K50_incid,17,20,16,17
K50_incid,17,20,18,20
K50_incid,17,20,20,16
K50_incid,17,25,2,17
K50_incid,17,25,4,17
K50_incid,17,25,6,17
K50_incid,17,25,8,16
K50_incid,17,25,10,17
K50_incid,17,25,12,17
K50_incid,17,25,14,16
K50_incid,17,25,16,16
K50_incid,17,25,18,16
K50_incid,17,25,20,16
K50_incid,17,30,2,20
K50_incid,17,30,4,20
K50_incid,17,30,6,16
K50_incid,17,30,8,19
K50_incid,17,30,10,15
K50_incid,17,30,12,15
K50_incid,17,30,14,15
K50_incid,17,30,16,15
K50_incid,17,30,18,15
K50_incid,17,30,20,15
K50_incid,17,35,2,16
K50_incid,17,35,4,16
K50_incid,17,35,6,16
K50_incid,17,35,8,16
K50_incid,17,35,10,16
K50_incid,17,35,12,16
K50_incid,17,35,14,16
K50_incid,17,35,16,16
K50_incid,17,35,18,16
K50_incid,17,35,20,16
K50_incid,17,40,2,0
K50_incid,17,40,4,0
K50_incid,17,40,6,0
K50_incid,17,40,8,0
K50_incid,17,40,10,0
K50_incid,17,40,12,0
K50_incid,17,40,14,0
K50_incid,17,40,16,0
K50_incid,17,40,18,0
K50_incid,17,40,20,0
K50_incid,18,5,2,31
K50_incid,18,5,4,28
K50_incid,18,5,6,26
K50_incid,18,5,8,27
K50_incid,18,5,10,27
K50_incid,18,5,12,23
K50_incid,18,5,14,26
K50_incid,18,5,16,26
K50_incid,18,5,18,21
K50_incid,18,5,20,21
K50_incid,18,10,2,36
K50_incid,18,10,4,35
K50_incid,18,10,6,26
K50_incid,18,10,8,26
K50_incid,18,10,10,29
K50_incid,18,10,12,26
K50_incid,18,10,14,26
K50_incid,18,10,16,21
K50_incid,18,10,18,21
K50_incid,18,10,20,29
K50_incid,18,15,2,30
K50_incid,18,15,4,30
K50_incid,18,15,6,28
K50_incid,18,15,8,30
K50_incid,18,15,10,26
K50_incid,18,15,12,23
K50_incid,18,15,14,23
K50_incid,18,15,16,28
K50_incid,18,15,18,26
K50_incid,18,15,20,26
K50_incid,18,20,2,34
K50_incid,18,20,4,26
K50_incid,18,20,6,29
K50_incid,18,20,8,24
K50_incid,18,20,10,28
K50_incid,18,20,12,26
K50_incid,18,20,14,25
K50_incid,18,20,16,23
K50_incid,18,20,18,24
K50_incid,18,20,20,19
K50_incid,18,25,2,29
K50_incid,18,25,4,27
K50_incid,18,25,6,29
K50_incid,18,25,8,25
K50_incid,18,25,10,25
K50_incid,18,25,12,25
K50_incid,18,25,14,22
K50_incid,18,25,16,20
K50_incid,18,25,18,20
K50_incid,18,25,20,20
K50_incid,18,30,2,33
K50_incid,18,30,4,32
K50_incid,18,30,6,29
K50_incid,18,30,8,31
K50_incid,18,30,10,27
K50_incid,18,30,12,27
K50_incid,18,30,14,27
K50_incid,18,30,16,27
K50_incid,18,30,18,27
K50_incid,18,30,20,27
K50_incid,18,35,2,24
K50_incid,18,35,4,24
K50_incid,18,35,6,22
K50_incid,18,35,8,22
K50_incid,18,35,10,22
K50_incid,18,35,12,22
K50_incid,18,35,14,22
K50_incid,18,35,16,22
K50_incid,18,35,18,22
K50_incid,18,35,20,22
K50_incid,18,40,2,1
K50_incid,18,40,4,1
K50_incid,18,40,6,1
K50_incid,18,40,8,1
K50_incid,18,40,10,1
K50_incid,18,40,12,1
K50_incid,18,40,14,1
K50_incid,18,40,16,1
K50_incid,18,40,18,1
K50_incid,18,40,20,1
K50_incid,19,5,2,24
K50_incid,19,5,4,24
K50_incid,19,5,6,24
K50_incid,19,5,8,23
K50_incid,19,5,10,23
K50_incid,19,5,12,23
K50_incid,19,5,14,23
K50_incid,19,5,16,22
K50_incid,19,5,18,20
K50_incid,19,5,20,20
K50_incid,19,10,2,25
K50_incid,19,10,4,23
K50_incid,19,10,6,24
K50_incid,19,10,8,22
K50_incid,19,10,10,25
K50_incid,19,10,12,22
K50_incid,19,10,14,21
K50_incid,19,10,16,20
K50_incid,19,10,18,20
K50_incid,19,10,20,23
K50_incid,19,15,2,22
K50_incid,19,15,4,21
K50_incid,19,15,6,21
K50_incid,19,15,8,21
K50_incid,19,15,10,21
K50_incid,19,15,12,19
K50_incid,19,15,14,20
K50_incid,19,15,16,21
K50_incid,19,15,18,20
K50_incid,19,15,20,20
K50_incid,19,20,2,21
K50_incid,19,20,4,20
K50_incid,19,20,6,18
K50_incid,19,20,8,18
K50_incid,19,20,10,21
K50_incid,19,20,12,18
K50_incid,19,20,14,18
K50_incid,19,20,16,18
K50_incid,19,20,18,17
K50_incid,19,20,20,17
K50_incid,19,25,2,18
K50_incid,19,25,4,18
K50_incid,19,25,6,18
K50_incid,19,25,8,18
K50_incid,19,25,10,18
K50_incid,19,25,12,17
K50_incid,19,25,14,15
K50_incid,19,25,16,15
K50_incid,19,25,18,15
K50_incid,19,25,20,15
K50_incid,19,30,2,20
K50_incid,19,30,4,18
K50_incid,19,30,6,18
K50_incid,19,30,8,18
K50_incid,19,30,10,20
K50_incid,19,30,12,18
K50_incid,19,30,14,18
K50_incid,19,30,16,18
K50_incid,19,30,18,18
K50_incid,19,30,20,18
K50_incid,19,35,2,15
K50_incid,19,35,4,15
K50_incid,19,35,6,15
K50_incid,19,35,8,15
K50_incid,19,35,10,15
K50_incid,19,35,12,15
K50_incid,19,35,14,15
K50_incid,19,35,16,15
K50_incid,19,35,18,15
K50_incid,19,35,20,15
K50_incid,19,40,2,3
K50_incid,19,40,4,3
K50_incid,19,40,6,3
K50_incid,19,40,8,3
K50_incid,19,40,10,3
K50_incid,19,40,12,3
K50_incid,19,40,14,3
K50_incid,19,40,16,3
K50_incid,19,40,18,3
K50_incid,19,40,20,3
K50_incid,20,5,2,25
K50_incid,20,5,4,25
K50_incid,20,5,6,23
K50_incid,20,5,8,25
K50_incid,20,5,10,23
K50_incid,20,5,12,23
K50_incid,20,5,14,23
K50_incid,20,5,16,25
K50_incid,20,5,18,22
K50_incid,20,5,20,22
K50_incid,20,10,2,25
K50_incid,20,10,4,23
K50_incid,20,10,6,23
K50_incid,20,10,8,22
K50_incid,20,10,10,22
K50_incid,20,10,12,22
K50_incid,20,10,14,22
K50_incid,20,10,16,21
K50_incid,20,10,18,23
K50_incid,20,10,20,22
K50_incid,20,15,2,23
K50_incid,20,15,4,21
K50_incid,20,15,6,21
K50_incid,20,15,8,21
K50_incid,20,15,10,21
K50_incid,20,15,12,20
K50_incid,20,15,14,21
K50_incid,20,15,16,21
K50_incid,20,15,18,21
K50_incid,20,15,20,21
K50_incid,20,20,2,23
K50_incid,20,20,4,22
K50_incid,20,20,6,21
K50_incid,20,20,8,22
K50_incid,20,20,10,20
K50_incid,20,20,12,20
K50_incid,20,20,14,20
K50_incid,20,20,16,21
K50_incid,20,20,18,20
K50_incid,20,20,20,19
K50_incid,20,25,2,21
K50_incid,20,25,4,21
K50_incid,20,25,6,21
K50_incid,20,25,8,19
K50_incid,20,25,10,19
K50_incid,20,25,12,21
K50_incid,20,25,14,18
K50_incid,20,25,16,18
K50_incid,20,25,18,18
K50_incid,20,25,20,18
K50_incid,20,30,2,20
K50_incid,20,30,4,19
K50_incid,20,30,6,19
K50_incid,20,30,8,19
K50_incid,20,30,10,18
K50_incid,20,30,12,18
K50_incid,20,30,14,18
K50_incid,20,30,16,18
K50_incid,20,30,18,18
K50_incid,20,30,20,18
K50_incid,20,35,2,18
K50_incid,20,35,4,16
K50_incid,20,35,6,16
K50_incid,20,35,8,16
K50_incid,20,35,10,16
K50_incid,20,35,12,16
K50_incid,20,35,14,16
K50_incid,20,35,16,16
K50_incid,20,35,18,16
K50_incid,20,35,20,16
K50_incid,20,40,2,1
K50_incid,20,40,4,1
K50_incid,20,40,6,1
K50_incid,20,40,8,1
K50_incid,20,40,10,1
K50_incid,20,40,12,1
K50_incid,20,40,14,1
K50_incid,20,40,16,1
K50_incid,20,40,18,1
K50_incid,20,40,20,1
K60_incid,1,5,2,20
K60_incid,1,5,4,19
K60_incid,1,5,6,18
K60_incid,1,5,8,19
K60_incid,1,5,10,18
K60_incid,1,5,12,16
K60_incid,1,5,14,16
K60_incid,1,5,16,18
K60_incid,1,5,18,15
K60_incid,1,5,20,15
K60_incid,1,10,2,20
K60_incid,1,10,4,18
K60_incid,1,10,6,16
K60_incid,1,10,8,17
K60_incid,1,10,10,15
K60_incid,1,10,12,16
K60_incid,1,10,14,16
K60_incid,1,10,16,15
K60_incid,1,10,18,14
K60_incid,1,10,20,15
K60_incid,1,15,2,18
K60_incid,1,15,4,17
K60_incid,1,15,6,17
K60_incid,1,15,8,15
K60_incid,1,15,10,16
K60_incid,1,15,12,15
K60_incid,1,15,14,14
K60_incid,1,15,16,15
K60_incid,1,15,18,15
K60_incid,1,15,20,15
K60_incid,1,20,2,19
K60_incid,1,20,4,18
K60_incid,1,20,6,17
K60_incid,1,20,8,18
K60_incid,1,20,10,14
K60_incid,1,20,12,15
K60_incid,1,20,14,15
K60_incid,1,20,16,18
K60_incid,1,20,18,15
K60_incid,1,20,20,13
K60_incid,1,25,2,16
K60_incid,1,25,4,15
K60_incid,1,25,6,15
K60_incid,1,25,8,14
K60_incid,1,25,10,14
K60_incid,1,25,12,15
K60_incid,1,25,14,12
K60_incid,1,25,16,12
K60_incid,1,25,18,12
K60_incid,1,25,20,12
K60_incid,1,30,2,17
K60_incid,1,30,4,15
K60_incid,1,30,6,17
K60_incid,1,30,8,15
K60_incid,1,30,10,13
K60_incid,1,30,12,13
K60_incid,1,30,14,13
K60_incid,1,30,16,13
K60_incid,1,30,18,13
K60_incid,1,30,20,13
K60_incid,1,35,2,13
K60_incid,1,35,4,12
K60_incid,1,35,6,12
K60_incid,1,35,8,12
K60_incid,1,35,10,12
K60_incid,1,35,12,12
K60_incid,1,35,14,12
K60_incid,1,35,16,12
K60_incid,1,35,18,12
K60_incid,1,35,20,12
K60_incid,1,40,2,1
K60_incid,1,40,4,1
K60_incid,1,40,6,1
K60_incid,1,40,8,1
K60_incid,1,40,10,1
K60_incid,1,40,12,1
K60_incid,1,40,14,1
K60_incid,1,40,16,1
K60_incid,1,40,18,1
K60_incid,1,40,20,1
K60_incid,2,5,2,26
K60_incid,2,5,4,25
K60_incid,2,5,6,23
K60_incid,2,5,8,24
K60_incid,2,5,10,24
K60_incid,2,5,12,21
K60_incid,2,5,14,21
K60_incid,2,5,16,23
K60_incid,2,5,18,20
K60_incid,2,5,20,21
K60_incid,2,10,2,24
K60_incid,2,10,4,24
K60_incid,2,10,6,21
K60_incid,2,10,8,22
K60_incid,2,10,10,20
K60_incid,2,10,12,21
K60_incid,2,10,14,21
K60_incid,2,10,16,20
K60_incid,2,10,18,20
K60_incid,2,10,20,20
K60_incid,2,15,2,23
K60_incid,2,15,4,20
K60_incid,2,15,6,18
K60_incid,2,15,8,18
K60_incid,2,15,10,21
K60_incid,2,15,12,18
K60_incid,2,15,14,18
K60_incid,2,15,16,18
K60_incid,2,15,18,18
K60_incid,2,15,20,20
K60_incid,2,20,2,22
K60_incid,2,20,4,21
K60_incid,2,20,6,21
K60_incid,2,20,8,21
K60_incid,2,20,10,18
K60_incid,2,20,12,18
K60_incid,2,20,14,19
K60_incid,2,20,16,21
K60_incid,2,20,18,19
K60_incid,2,20,20,17
K60_incid,2,25,2,22
K60_incid,2,25,4,21
K60_incid,2,25,6,21
K60_incid,2,25,8,18
K60_incid,2,25,10,20
K60_incid,2,25,12,20
K60_incid,2,25,14,17
K60_incid,2,25,16,17
K60_incid,2,25,18,17
K60_incid,2,25,20,17
K60_incid,2,30,2,19
K60_incid,2,30,4,19
K60_incid,2,30,6,19
K60_incid,2,30,8,18
K60_incid,2,30,10,16
K60_incid,2,30,12,16
K60_incid,2,30,14,16
K60_incid,2,30,16,16
K60_incid,2,30,18,16
K60_incid,2,30,20,16
K60_incid,2,35,2,20
K60_incid,2,35,4,18
K60_incid,2,35,6,18
K60_incid,2,35,8,18
K60_incid,2,35,10,18
K60_incid,2,35,12,18
K60_incid,2,35,14,18
K60_incid,2,35,16,18
K60_incid,2,35,18,18
K60_incid,2,35,20,18
K60_incid,2,40,2,0
K60_incid,2,40,4,0
K60_incid,2,40,6,0
K60_incid,2,40,8,0
K60_incid,2,40,10,0
K60_incid,2,40,12,0
K60_incid,2,40,14,0
K60_incid,2,40,16,0
K60_incid,2,40,18,0
K60_incid,2,40,20,0
K60_incid,3,5,2,23
K60_incid,3,5,4,22
K60_incid,3,5,6,23
K60_incid,3,5,8,22
K60_incid,3,5,10,23
K60_incid,3,5,12,22
K60_incid,3,5,14,22
K60_incid,3,5,16,22
K60_incid,3,5,18,22
K60_incid,3,5,20,22
K60_incid,3,10,2,21
K60_incid,3,10,4,21
K60_incid,3,10,6,21
K60_incid,3,10,8,21
K60_incid,3,10,10,21
K60_incid,3,10,12,21
K60_incid,3,10,14,21
K60_incid,3,10,16,21
K60_incid,3,10,18,21
K60_incid,3,10,20,21
K60_incid,3,15,2,22
K60_incid,3,15,4,22
K60_incid,3,15,6,21
K60_incid,3,15,8,21
K60_incid,3,15,10,22
K60_incid,3,15,12,21
K60_incid,3,15,14,21
K60_incid,3,15,16,21
K60_incid,3,15,18,21
K60_incid,3,15,20,22
K60_incid,3,20,2,17
K60_incid,3,20,4,17
K60_incid,3,20,6,17
K60_incid,3,20,8,17
K60_incid,3,20,10,17
K60_incid,3,20,12,17
K60_incid,3,20,14,17
K60_incid,3,20,16,17
K60_incid,3,20,18,17
K60_incid,3,20,20,17
K60_incid,3,25,2,18
K60_incid,3,25,4,17
K60_incid,3,25,6,17
K60_incid,3,25,8,17
K60_incid,3,25,10,18
K60_incid,3,25,12,17
K60_incid,3,25,14,17
K60_incid,3,25,16,17
K60_incid,3,25,18,17
K60_incid,3,25,20,17
K60_incid,3,30,2,16
K60_incid,3,30,4,16
K60_incid,3,30,6,16
K60_incid,3,30,8,16
K60_incid,3,30,10,16
K60_incid,3,30,12,16
K60_incid,3,30,14,16
K60_incid,3,30,16,16
K60_incid,3,30,18,16
K60_incid,3,30,20,16
K60_incid,3,35,2,15
K60_incid,3,35,4,15
K60_incid,3,35,6,15
K60_incid,3,35,8,15
K60_incid,3,35,10,15
K60_incid,3,35,12,15
K60_incid,3,35,14,15
K60_incid,3,35,16,15
K60_incid,3,35,18,15
K60_incid,3,35,20,15
K60_incid,3,40,2,1
K60_incid,3,40,4,1
K60_incid,3,40,6,1
K60_incid,3,40,8,1
K60_incid,3,40,10,1
K60_incid,3,40,12,1
K60_incid,3,40,14,1
K60_incid,3,40,16,1
K60_incid,3,40,18,1
K60_incid,3,40,20,1
K60_incid,4,5,2,23
K60_incid,4,5,4,23
K60_incid,4,5,6,23
K60_incid,4,5,8,23
K60_incid,4,5,10,23
K60_incid,4,5,12,23
K60_incid,4,5,14,23
K60_incid,4,5,16,23
K60_incid,4,5,18,23
K60_incid,4,5,20,23
K60_incid,4,10,2,24
K60_incid,4,10,4,24
K60_incid,4,10,6,23
K60_incid,4,10,8,23
K60_incid,4,10,10,23
K60_incid,4,10,12,23
K60_incid,4,10,14,24
K60_incid,4,10,16,23
K60_incid,4,10,18,23
K60_incid,4,10,20,23
K60_incid,4,15,2,22
K60_incid,4,15,4,22
K60_incid,4,15,6,22
K60_incid,4,15,8,22
K60_incid,4,15,10,22
K60_incid,4,15,12,22
K60_incid,4,15,14,22
K60_incid,4,15,16,22
K60_incid,4,15,18,22
K60_incid,4,15,20,22
K60_incid,4,20,2,23
K60_incid,4,20,4,22
K60_incid,4,20,6,23
K60_incid,4,20,8,22
K60_incid,4,20,10,22
K60_incid,4,20,12,22
K60_incid,4,20,14,22
K60_incid,4,20,16,22
K60_incid,4,20,18,23
K60_incid,4,20,20,22
K60_incid,4,25,2,20
K60_incid,4,25,4,20
K60_incid,4,25,6,20
K60_incid,4,25,8,20
K60_incid,4,25,10,20
K60_incid,4,25,12,20
K60_incid,4,25,14,20
K60_incid,4,25,16,20
K60_incid,4,25,18,20
K60_incid,4,25,20,20
K60_incid,4,30,2,21
K60_incid,4,30,4,21
K60_incid,4,30,6,20
K60_incid,4,30,8,21
K60_incid,4,30,10,20
K60_incid,4,30,12,20
K60_incid,4,30,14,20
K60_incid,4,30,16,20
K60_incid,4,30,18,20
K60_incid,4,30,20,20
K60_incid,4,35,2,18
K60_incid,4,35,4,18
K60_incid,4,35,6,18
K60_incid,4,35,8,18
K60_incid,4,35,10,18
K60_incid,4,35,12,18
K60_incid,4,35,14,18
K60_incid,4,35,16,18
K60_incid,4,35,18,18
K60_incid,4,35,20,18
K60_incid,4,40,2,0
K60_incid,4,40,4,0
K60_incid,4,40,6,0
K60_incid,4,40,8,0
K60_incid,4,40,10,0
K60_incid,4,40,12,0
K60_incid,4,40,14,0
K60_incid,4,40,16,0
K60_incid,4,40,18,0
K60_incid,4,40,20,0
K60_incid,5,5,2,25
K60_incid,5,5,4,25
K60_incid,5,5,6,25
K60_incid,5,5,8,23
K60_incid,5,5,10,23
K60_incid,5,5,12,25
K60_incid,5,5,14,23
K60_incid,5,5,16,23
K60_incid,5,5,18,22
K60_incid,5,5,20,22
K60_incid,5,10,2,23
K60_incid,5,10,4,23
K60_incid,5,10,6,23
K60_incid,5,10,8,23
K60_incid,5,10,10,22
K60_incid,5,10,12,23
K60_incid,5,10,14,21
K60_incid,5,10,16,21
K60_incid,5,10,18,21
K60_incid,5,10,20,22
K60_incid,5,15,2,23
K60_incid,5,15,4,21
K60_incid,5,15,6,21
K60_incid,5,15,8,21
K60_incid,5,15,10,21
K60_incid,5,15,12,20
K60_incid,5,15,14,21
K60_incid,5,15,16,21
K60_incid,5,15,18,21
K60_incid,5,15,20,20
K60_incid,5,20,2,21
K60_incid,5,20,4,20
K60_incid,5,20,6,20
K60_incid,5,20,8,20
K60_incid,5,20,10,20
K60_incid,5,20,12,20
K60_incid,5,20,14,21
K60_incid,5,20,16,20
K60_incid,5,20,18,19
K60_incid,5,20,20,19
K60_incid,5,25,2,18
K60_incid,5,25,4,18
K60_incid,5,25,6,18
K60_incid,5,25,8,18
K60_incid,5,25,10,18
K60_incid,5,25,12,18
K60_incid,5,25,14,17
K60_incid,5,25,16,17
K60_incid,5,25,18,17
K60_incid,5,25,20,17
K60_incid,5,30,2,19
K60_incid,5,30,4,19
K60_incid,5,30,6,18
K60_incid,5,30,8,18
K60_incid,5,30,10,18
K60_incid,5,30,12,18
K60_incid,5,30,14,18
K60_incid,5,30,16,18
K60_incid,5,30,18,18
K60_incid,5,30,20,18
K60_incid,5,35,2,16
K60_incid,5,35,4,16
K60_incid,5,35,6,16
K60_incid,5,35,8,16
K60_incid,5,35,10,16
K60_incid,5,35,12,16
K60_incid,5,35,14,16
K60_incid,5,35,16,16
K60_incid,5,35,18,16
K60_incid,5,35,20,16
K60_incid,5,40,2,0
K60_incid,5,40,4,0
K60_incid,5,40,6,0
K60_incid,5,40,8,0
K60_incid,5,40,10,0
K60_incid,5,40,12,0
K60_incid,5,40,14,0
K60_incid,5,40,16,0
K60_incid,5,40,18,0
K60_incid,5,40,20,0
K60_incid,6,5,2,31
K60_incid,6,5,4,30
K60_incid,6,5,6,29
K60_incid,6,5,8,29
K60_incid,6,5,10,28
K60_incid,6,5,12,28
K60_incid,6,5,14,28
K60_incid,6,5,16,26
K60_incid,6,5,18,27
K60_incid,6,5,20,26
K60_incid,6,10,2,28
K60_incid,6,10,4,28
K60_incid,6,10,6,26
K60_incid,6,10,8,26
K60_incid,6,10,10,26
K60_incid,6,10,12,25
K60_incid,6,10,14,26
K60_incid,6,10,16,24
K60_incid,6,10,18,24
K60_incid,6,10,20,25
K60_incid,6,15,2,28
K60_incid,6,15,4,26
K60_incid,6,15,6,25
K60_incid,6,15,8,26
K60_incid,6,15,10,25
K60_incid,6,15,12,24
K60_incid,6,15,14,25
K60_incid,6,15,16,25
K60_incid,6,15,18,25
K60_incid,6,15,20,25
K60_incid,6,20,2,24
K60_incid,6,20,4,22
K60_incid,6,20,6,24
K60_incid,6,20,8,22
K60_incid,6,20,10,22
K60_incid,6,20,12,22
K60_incid,6,20,14,22
K60_incid,6,20,16,22
K60_incid,6,20,18,20
K60_incid,6,20,20,18
K60_incid,6,25,2,22
K60_incid,6,25,4,22
K60_incid,6,25,6,22
K60_incid,6,25,8,20
K60_incid,6,25,10,20
K60_incid,6,25,12,21
K60_incid,6,25,14,19
K60_incid,6,25,16,19
K60_incid,6,25,18,19
K60_incid,6,25,20,19
K60_incid,6,30,2,20
K60_incid,6,30,4,20
K60_incid,6,30,6,18
K60_incid,6,30,8,20
K60_incid,6,30,10,18
K60_incid,6,30,12,18
K60_incid,6,30,14,18
K60_incid,6,30,16,18
K60_incid,6,30,18,18
K60_incid,6,30,20,18
K60_incid,6,35,2,18
K60_incid,6,35,4,16
K60_incid,6,35,6,16
K60_incid,6,35,8,16
K60_incid,6,35,10,16
K60_incid,6,35,12,16
K60_incid,6,35,14,16
K60_incid,6,35,16,16
K60_incid,6,35,18,16
K60_incid,6,35,20,16
K60_incid,6,40,2,0
K60_incid,6,40,4,0
K60_incid,6,40,6,0
K60_incid,6,40,8,0
K60_incid,6,40,10,0
K60_incid,6,40,12,0
K60_incid,6,40,14,0
K60_incid,6,40,16,0
K60_incid,6,40,18,0
K60_incid,6,40,20,0
K60_incid,7,5,2,25
K60_incid,7,5,4,25
K60_incid,7,5,6,25
K60_incid,7,5,8,24
K60_incid,7,5,10,24
K60_incid,7,5,12,25
K60_incid,7,5,14,24
K60_incid,7,5,16,23
K60_incid,7,5,18,24
K60_incid,7,5,20,24
K60_incid,7,10,2,22
K60_incid,7,10,4,19
K60_incid,7,10,6,21
K60_incid,7,10,8,19
K60_incid,7,10,10,19
K60_incid,7,10,12,19
K60_incid,7,10,14,19
K60_incid,7,10,16,19
K60_incid,7,10,18,19
K60_incid,7,10,20,19
K60_incid,7,15,2,20
K60_incid,7,15,4,19
K60_incid,7,15,6,19
K60_incid,7,15,8,19
K60_incid,7,15,10,19
K60_incid,7,15,12,19
K60_incid,7,15,14,19
K60_incid,7,15,16,19
K60_incid,7,15,18,19
K60_incid,7,15,20,19
K60_incid,7,20,2,19
K60_incid,7,20,4,19
K60_incid,7,20,6,18
K60_incid,7,20,8,19
K60_incid,7,20,10,18
K60_incid,7,20,12,18
K60_incid,7,20,14,18
K60_incid,7,20,16,19
K60_incid,7,20,18,17
K60_incid,7,20,20,17
K60_incid,7,25,2,16
K60_incid,7,25,4,16
K60_incid,7,25,6,16
K60_incid,7,25,8,16
K60_incid,7,25,10,16
K60_incid,7,25,12,16
K60_incid,7,25,14,16
K60_incid,7,25,16,16
K60_incid,7,25,18,16
K60_incid,7,25,20,16
K60_incid,7,30,2,17
K60_incid,7,30,4,16
K60_incid,7,30,6,17
K60_incid,7,30,8,16
K60_incid,7,30,10,16
K60_incid,7,30,12,16
K60_incid,7,30,14,16
K60_incid,7,30,16,16
K60_incid,7,30,18,16
K60_incid,7,30,20,16
K60_incid,7,35,2,16
K60_incid,7,35,4,16
K60_incid,7,35,6,16
K60_incid,7,35,8,16
K60_incid,7,35,10,16
K60_incid,7,35,12,16
K60_incid,7,35,14,16
K60_incid,7,35,16,16
K60_incid,7,35,18,16
K60_incid,7,35,20,16
K60_incid,7,40,2,1
K60_incid,7,40,4,1
K60_incid,7,40,6,1
K60_incid,7,40,8,1
K60_incid,7,40,10,1
K60_incid,7,40,12,1
K60_incid,7,40,14,1
K60_incid,7,40,16,1
K60_incid,7,40,18,1
K60_incid,7,40,20,1
K60_incid,8,5,2,28
K60_incid,8,5,4,29
K60_incid,8,5,6,27
